334.382	121.304
322.827	75.6576
369.987	67.7163
322.07	89.0225
455.511	270.455
371.244	81.9562
352.865	125.947
330.984	112.166
352.353	62.5158
330.576	63.0891
365.942	84.5181
374.266	73.2992
368.693	87.4393
359.856	58.5326
366.181	40.2164
308.261	198.281
369.356	63.1735
346.716	42.429
386.667	64.3354
385.765	66.1859
327.464	72.8317
323.963	85.5416
369.761	68.3743
347.406	111.036
345.176	52.9074
339.521	53.2064
466.839	259.761
375.4	131.765
314.929	189.896
352.78	139.692
361.138	163.24
336.792	74.9594
353.501	31.8954
